"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 12 17:58:11 GMT 2024","Thu Sep 12 17:58:11 GMT 2024","1","tests.unit","test_oclcClassify_manager","TestClassifyManager","","","test_checkTitle_no_lang_match",""
"passed","Thu Sep 12 17:58:08 GMT 2024","Thu Sep 12 17:58:08 GMT 2024","1","tests.unit","test_fetcher_openlibrary","TestOpenLibraryFetcher","","","test_hasCover_false",""
"passed","Thu Sep 12 17:58:07 GMT 2024","Thu Sep 12 17:58:07 GMT 2024","1","tests.unit","test_api_es","TestElasticClient","","","test_addSortClause_date_w_filters_and_language",""
"passed","Thu Sep 12 17:58:08 GMT 2024","Thu Sep 12 17:58:08 GMT 2024","3","tests.unit","test_es_manager","TestElasticsearchManager","","","test_createELasticSearchIndex_execute",""
"passed","Thu Sep 12 17:58:12 GMT 2024","Thu Sep 12 17:58:12 GMT 2024","1","tests.unit","test_sfrRecord_manager","TestSFRRecordManager","","","test_normalizeDates",""
"passed","Thu Sep 12 17:58:07 GMT 2024","Thu Sep 12 17:58:07 GMT 2024","1","tests.unit","test_api_db","TestDBClient","","","test_fetchSingleWork",""
"passed","Thu Sep 12 17:58:11 GMT 2024","Thu Sep 12 17:58:11 GMT 2024","0","tests.unit","test_opds_navigation","TestNavigation","","","test_iter_success",""
"passed","Thu Sep 12 17:58:11 GMT 2024","Thu Sep 12 17:58:11 GMT 2024","0","tests.unit","test_parser_degruyter","TestDeGruyterParser","","","test_initializer",""
"passed","Thu Sep 12 17:58:08 GMT 2024","Thu Sep 12 17:58:08 GMT 2024","2","tests.unit","test_fetcher_hathitrust","TestHathiFetcher","","","test_makeHathiReq_success",""
"passed","Thu Sep 12 17:58:08 GMT 2024","Thu Sep 12 17:58:08 GMT 2024","1","tests.unit","test_db_manager","TestDBManager","","","test_bulkSaveObjects_readlock_retry_fail",""
"passed","Thu Sep 12 17:58:12 GMT 2024","Thu Sep 12 17:58:12 GMT 2024","1","tests.unit","test_s3_manager","TestS3Manager","","","test_putObjectInBucket_existing_unmodified",""
"passed","Thu Sep 12 17:58:08 GMT 2024","Thu Sep 12 17:58:08 GMT 2024","1","tests.unit","test_cover_manager","TestCoverManager","","","test_fetchCover_none",""
"passed","Thu Sep 12 17:58:10 GMT 2024","Thu Sep 12 17:58:10 GMT 2024","2","tests.unit","test_loc_process","TestLOCProcess","","","test_generateManifest",""
"passed","Thu Sep 12 17:58:10 GMT 2024","Thu Sep 12 17:58:10 GMT 2024","2","tests.unit","test_oclcCatalog_process","TestOCLCCatalogProcess","","","test_parseCatalogRecord_parsing_failure",""
"passed","Thu Sep 12 17:58:12 GMT 2024","Thu Sep 12 17:58:12 GMT 2024","1","tests.unit","test_s3_manager","TestS3Manager","","","test_putObjectInBucket_error",""
"passed","Thu Sep 12 17:58:08 GMT 2024","Thu Sep 12 17:58:08 GMT 2024","0","tests.unit","test_api_utils","TestAPIUtils","","","test_noLinkReplacement",""
"passed","Thu Sep 12 17:58:10 GMT 2024","Thu Sep 12 17:58:10 GMT 2024","1","tests.unit","test_met_process","TestMetProcess","","","test_setCoverPath_compound",""
"passed","Thu Sep 12 17:58:12 GMT 2024","Thu Sep 12 17:58:12 GMT 2024","1","tests.unit","test_sfrFile_process","TestS3Process","","","test_receiveAndProcessMessages",""
"passed","Thu Sep 12 17:58:08 GMT 2024","Thu Sep 12 17:58:08 GMT 2024","2","tests.unit","test_api_utils","TestAPIUtils","","","test_formatEdition_v1_reader_flag",""
"passed","Thu Sep 12 17:58:10 GMT 2024","Thu Sep 12 17:58:10 GMT 2024","0","tests.unit","test_nypl_mapping","TestNYPLMapping","","","test_parseVarFields",""
"passed","Thu Sep 12 17:58:11 GMT 2024","Thu Sep 12 17:58:11 GMT 2024","1","tests.unit","test_opds_publication","TestOPDSPublication","","","test_addEdition_object",""
"passed","Thu Sep 12 17:58:07 GMT 2024","Thu Sep 12 17:58:07 GMT 2024","4","tests.unit","test_api_citation_blueprint","TestCitationBlueprint","","","test_get_citation_mult_edit_success",""
"passed","Thu Sep 12 17:58:08 GMT 2024","Thu Sep 12 17:58:08 GMT 2024","1","tests.unit","test_es_manager","TestElasticsearchManager","","","test_createElasticConnection_success",""
"passed","Thu Sep 12 17:58:08 GMT 2024","Thu Sep 12 17:58:08 GMT 2024","2","tests.unit","test_fetcher_hathitrust","TestHathiFetcher","","","test_fetchVolumeCover_success",""
